Domain,Subdomain,Sub_subdomain,Algorithm,Title,Description,Link
Computational mathematics,Optimization algorithms,,,Delayed column generation,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Delayed_column_generation
Computational mathematics,Optimization algorithms,,,Branch and cut,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Branch_and_cut
Computational mathematics,Optimization algorithms,,,Cutting-plane method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cutting-plane_method
Computational mathematics,Optimization algorithms,,,Karmarkar's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Karmarkar%27s_algorithm
Computational mathematics,Optimization algorithms,,,Simplex algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Simplex_algorithm
Computational mathematics,Optimization algorithms,,,Line search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Line_search
Computational mathematics,Optimization algorithms,,,Random-restart hill climbing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Random-restart_hill_climbing
Computational mathematics,Optimization algorithms,,,Tabu search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tabu_search
Computational mathematics,Optimization algorithms,,,Minimax,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Minimax#Minimax_algorithm_with_alternate_moves
Computational mathematics,Optimization algorithms,,,Best Bin First,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Best_Bin_First
Computational mathematics,Optimization algorithms,,,Newton's method in optimization,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Newton%27s_method_in_optimization
Computational mathematics,Optimization algorithms,,,BFGS method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/BFGS_method
Computational mathematics,Optimization algorithms,,,Gauss–Newton algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gauss%E2%80%93Newton_algorithm
Computational mathematics,Optimization algorithms,,,Levenberg–Marquardt algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Levenberg%E2%80%93Marquardt_algorithm
Computational mathematics,Optimization algorithms,,,Nelder–Mead method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nelder%E2%80%93Mead_method
Computational mathematics,Optimization algorithms,,,Odds algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Odds_algorithm
Computational mathematics,Optimization algorithms,,,Simulated annealing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Simulated_annealing
Computational mathematics,Optimization algorithms,,,Stochastic tunneling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Stochastic_tunneling
Computational mathematics,Optimization algorithms,,,Subset sum problem,Subset sum,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Subset_sum_problem
Computational science,Astronomy,,,Doomsday algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Doomsday_algorithm
Computational science,Astronomy,,,Zeller's congruence,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Zeller%27s_congruence
Computational science,Astronomy,,,Computus,Easter algorithms,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Computus
Computational science,Bioinformatics,,,Basic Local Alignment Search Tool,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Basic_Local_Alignment_Search_Tool
Computational science,Bioinformatics,,,Kabsch algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Kabsch_algorithm
Computational science,Bioinformatics,,,Velvet (algorithm),Velvet,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Velvet_(algorithm)
Computational science,Bioinformatics,,,Sorting by signed reversals (page does not exist),Sorting by signed reversals,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=Sorting_by_signed_reversals&action=edit&redlink=1
Computational science,Bioinformatics,,,Maximum parsimony (phylogenetics),,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Maximum_parsimony_(phylogenetics)
Computational science,Bioinformatics,,,UPGMA,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/UPGMA
Computational science,Geoscience,,,Vincenty's formulae,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Vincenty%27s_formulae
Computational science,Geoscience,,,Geohash,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Geohash
Computational science,Linguistics,,,Lesk algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lesk_algorithm
Computational science,Linguistics,,,Stemming,Stemming algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Stemming
Computational science,Linguistics,,,Sukhotin's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Sukhotin%27s_algorithm
Computational science,Medicine,,,ESC algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/ESC_algorithm
Computational science,Medicine,,,Manning Criteria,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Manning_Criteria
Computational science,Medicine,,,Pulmonary embolism,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pulmonary_embolism#Algorithms
Computational science,Medicine,,,Texas Medication Algorithm Project,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Texas_Medication_Algorithm_Project
Computational science,Physics,,,Constraint algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Constraint_algorithm
Computational science,Physics,,,Demon algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Demon_algorithm
Computational science,Physics,,,Featherstone's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Featherstone%27s_algorithm
Computational science,Physics,,,Ritz method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ritz_method
Computational science,Physics,,,Barnes–Hut simulation,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Barnes%E2%80%93Hut_simulation
Computational science,Physics,,,Fast multipole method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fast_multipole_method
Computational science,Physics,,,Rainflow-counting algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Rainflow-counting_algorithm
Computational science,Physics,,,Sweep and prune,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Sweep_and_prune
Computational science,Physics,,,VEGAS algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/VEGAS_algorithm
Computational science,Statistics,,,Algorithms for calculating variance,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Algorithms_for_calculating_variance
Computational science,Statistics,,,Approximate counting algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Approximate_counting_algorithm
Computational science,Statistics,,,Nested sampling algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nested_sampling_algorithm
Computational science,Statistics,,,UPGMA,Average-linkage clustering,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/UPGMA
Computational science,Statistics,,,Canopy clustering algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Canopy_clustering_algorithm
Computational science,Statistics,,,Complete-linkage clustering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Complete-linkage_clustering
Computational science,Statistics,,,DBSCAN,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/DBSCAN
Computational science,Statistics,,,Expectation-maximization algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Expectation-maximization_algorithm
Computational science,Statistics,,,Fuzzy clustering,Fuzzy c-means,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fuzzy_clustering#Fuzzy_c-means_clustering
Computational science,Statistics,,,FLAME clustering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/FLAME_clustering
Computational science,Statistics,,,KHOPCA clustering algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/KHOPCA_clustering_algorithm
Computational science,Statistics,,,K-means clustering,k-means clustering,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/K-means_clustering
Computational science,Statistics,,,K-means++,k-means++,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/K-means%2B%2B
Computational science,Statistics,,,K-medoids,k-medoids,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/K-medoids
Computational science,Statistics,,,Linde–Buzo–Gray algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Linde%E2%80%93Buzo%E2%80%93Gray_algorithm
Computational science,Statistics,,,Lloyd's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lloyd%27s_algorithm
Computational science,Statistics,,,OPTICS algorithm,OPTICS,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/OPTICS_algorithm
Computational science,Statistics,,,Single-linkage clustering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Single-linkage_clustering
Computational science,Statistics,,,SUBCLU,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SUBCLU
Computational science,Statistics,,,Ward's method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ward%27s_method
Computational science,Statistics,,,WACA clustering algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/WACA_clustering_algorithm
Computational science,Statistics,,,Ordered subset expectation maximization,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ordered_subset_expectation_maximization
Computational science,Statistics,,,Odds algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Odds_algorithm
Computational science,Statistics,,,Kalman filter,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Kalman_filter
Computational science,Statistics,,,False nearest neighbor algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/False_nearest_neighbor_algorithm
Computational science,Statistics,,,Baum–Welch algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Baum%E2%80%93Welch_algorithm
Computational science,Statistics,,,Forward-backward algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Forward-backward_algorithm
Computational science,Statistics,,,Viterbi algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Viterbi_algorithm
Computational science,Statistics,,,Partial least squares regression,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Partial_least_squares_regression
Computational science,Statistics,,,Buzen's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Buzen%27s_algorithm
Computational science,Statistics,,,RANSAC,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/RANSAC
Computational science,Statistics,,,Scoring algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Scoring_algorithm
Computational science,Statistics,,,Yamartino method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Yamartino_method
Computational science,Statistics,,,Ziggurat algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ziggurat_algorithm
Computer science,Computer architecture,,,Tomasulo algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tomasulo_algorithm
Computer science,Computer graphics,,,Cohen–Sutherland,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cohen%E2%80%93Sutherland
Computer science,Computer graphics,,,Cyrus–Beck,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cyrus%E2%80%93Beck
Computer science,Computer graphics,,,Fast clipping,Fast-clipping,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fast_clipping
Computer science,Computer graphics,,,Liang–Barsky,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Liang%E2%80%93Barsky
Computer science,Computer graphics,,,Nicholl–Lee–Nicholl,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nicholl%E2%80%93Lee%E2%80%93Nicholl
Computer science,Computer graphics,,,Sutherland–Hodgman,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Sutherland%E2%80%93Hodgman
Computer science,Computer graphics,,,Vatti clipping algorithm,Vatti,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Vatti_clipping_algorithm
Computer science,Computer graphics,,,Weiler–Atherton,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Weiler%E2%80%93Atherton
Computer science,Computer graphics,,,Marching cubes,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Marching_cubes
Computer science,Computer graphics,,,Marching squares,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Marching_squares
Computer science,Computer graphics,,,Marching tetrahedrons,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Marching_tetrahedrons
Computer science,Computer graphics,,,Discrete Green's Theorem (page does not exist),Discrete Green's Theorem,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=Discrete_Green%27s_Theorem&action=edit&redlink=1
Computer science,Computer graphics,,,Flood fill,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Flood_fill
Computer science,Computer graphics,,,Ambient occlusion,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ambient_occlusion
Computer science,Computer graphics,,,Beam tracing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Beam_tracing
Computer science,Computer graphics,,,Cone tracing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cone_tracing
Computer science,Computer graphics,,,Image-based lighting,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Image-based_lighting
Computer science,Computer graphics,,,Metropolis light transport,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Metropolis_light_transport
Computer science,Computer graphics,,,Path tracing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Path_tracing
Computer science,Computer graphics,,,Photon mapping,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Photon_mapping
Computer science,Computer graphics,,,Radiosity (3D computer graphics),Radiosity,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Radiosity_(3D_computer_graphics)
Computer science,Computer graphics,,,Ray tracing (graphics),Ray tracing,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ray_tracing_(graphics)
Computer science,Computer graphics,,,Newell's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Newell%27s_algorithm
Computer science,Computer graphics,,,Painter's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Painter%27s_algorithm
Computer science,Computer graphics,,,Scanline rendering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Scanline_rendering
Computer science,Computer graphics,,,Warnock algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Warnock_algorithm
Computer science,Computer graphics,,,Bresenham's line algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bresenham%27s_line_algorithm
Computer science,Computer graphics,,,Digital Differential Analyzer (graphics algorithm),DDA line algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Digital_Differential_Analyzer_(graphics_algorithm)
Computer science,Computer graphics,,,Xiaolin Wu's line algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Xiaolin_Wu%27s_line_algorithm
Computer science,Computer graphics,,,Midpoint circle algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Midpoint_circle_algorithm
Computer science,Computer graphics,,,Ramer–Douglas–Peucker algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ramer%E2%80%93Douglas%E2%80%93Peucker_algorithm
Computer science,Computer graphics,,,Gouraud shading,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gouraud_shading
Computer science,Computer graphics,,,Phong shading,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Phong_shading
Computer science,Computer graphics,,,Slerp,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Slerp
Computer science,Computer graphics,,,Summed area table,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Summed_area_table
Computer science,Cryptography,,,ElGamal encryption,ElGamal,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/ElGamal_encryption
Computer science,Cryptography,,,Elliptic curve cryptography,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Elliptic_curve_cryptography
Computer science,Cryptography,,,Matei Array Encreption 1 (page does not exist),MAE1,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=Matei_Array_Encreption_1&action=edit&redlink=1
Computer science,Cryptography,,,NTRUEncrypt,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/NTRUEncrypt
Computer science,Cryptography,,,RSA (cryptosystem),RSA,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/RSA_(cryptosystem)
Computer science,Cryptography,,,ECDSA,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/ECDSA
Computer science,Cryptography,,,EdDSA,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/EdDSA
Computer science,Cryptography,,,RSA (cryptosystem),RSA,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/RSA_(cryptosystem)
Computer science,Cryptography,,,BLAKE (hash function),BLAKE,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/BLAKE_(hash_function)
Computer science,Cryptography,,,MD5,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/MD5
Computer science,Cryptography,,,RIPEMD-160,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/RIPEMD-160
Computer science,Cryptography,,,SHA-1,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SHA-1
Computer science,Cryptography,,,SHA-2,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SHA-2
Computer science,Cryptography,,,SHA-3,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SHA-3
Computer science,Cryptography,,,Tiger (hash),Tiger,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tiger_(hash)
Computer science,Cryptography,,,WHIRLPOOL,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/WHIRLPOOL
Computer science,Cryptography,,,Blum Blum Shub,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Blum_Blum_Shub
Computer science,Cryptography,,,Fortuna (PRNG),Fortuna,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fortuna_(PRNG)
Computer science,Cryptography,,,Linear-feedback shift register,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Linear-feedback_shift_register
Computer science,Cryptography,,,Yarrow algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Yarrow_algorithm
Computer science,Cryptography,,,Diffie–Hellman key exchange,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Diffie%E2%80%93Hellman_key_exchange
Computer science,Cryptography,,,Elliptic-curve Diffie-Hellman,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Elliptic-curve_Diffie-Hellman
Computer science,Cryptography,,,Bcrypt,bcrypt,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bcrypt
Computer science,Cryptography,,,PBKDF2,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/PBKDF2
Computer science,Cryptography,,,Scrypt,scrypt,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Scrypt
Computer science,Cryptography,,,Argon2,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Argon2
Computer science,Cryptography,,,Keyed-hash message authentication code,HMAC,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Keyed-hash_message_authentication_code
Computer science,Cryptography,,,Poly1305,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Poly1305
Computer science,Cryptography,,,SipHash,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SipHash
Computer science,Cryptography,,,Shamir's Secret Sharing,Shamir's Scheme,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shamir%27s_Secret_Sharing
Computer science,Cryptography,,,Advanced Encryption Standard,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Advanced_Encryption_Standard
Computer science,Cryptography,,,Blowfish (cipher),Blowfish,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Blowfish_(cipher)
Computer science,Cryptography,,,Twofish,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Twofish
Computer science,Cryptography,,,Threefish,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Threefish
Computer science,Cryptography,,,Data Encryption Standard,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Data_Encryption_Standard
Computer science,Cryptography,,,International Data Encryption Algorithm,IDEA,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/International_Data_Encryption_Algorithm
Computer science,Cryptography,,,RC4 (cipher),,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/RC4_(cipher)
Computer science,Cryptography,,,Tiny Encryption Algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tiny_Encryption_Algorithm
Computer science,Cryptography,,,Salsa20,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Salsa20
Computer science,Cryptography,,,Post-quantum cryptography,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Post-quantum_cryptography
Computer science,Cryptography,,,Proof-of-work system,Proof-of-work algorithms,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Proof-of-work_system
Computer science,Digital logic,,,Quine–McCluskey algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Quine%E2%80%93McCluskey_algorithm
Computer science,Digital logic,,,Petrick's method,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Petrick%27s_method
Computer science,Digital logic,,,Espresso heuristic logic minimizer,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Espresso_heuristic_logic_minimizer
Computer science,Machine learning and statistical classification,,,ALOPEX,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/ALOPEX
Computer science,Machine learning and statistical classification,,,Apriori algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Apriori_algorithm
Computer science,Machine learning and statistical classification,,,Eclat algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Eclat_algorithm
Computer science,Machine learning and statistical classification,,,Association rule learning,FP-growth algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Association_rule_learning#FP-growth_algorithm
Computer science,Machine learning and statistical classification,,,One-attribute rule,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/One-attribute_rule
Computer science,Machine learning and statistical classification,,,Association rule learning,Zero-attribute rule,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Association_rule_learning#Zero-attribute_rule
Computer science,Machine learning and statistical classification,,,AdaBoost,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/AdaBoost
Computer science,Machine learning and statistical classification,,,BrownBoost,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/BrownBoost
Computer science,Machine learning and statistical classification,,,LogitBoost,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LogitBoost
Computer science,Machine learning and statistical classification,,,LPBoost,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LPBoost
Computer science,Machine learning and statistical classification,,,Bootstrap aggregating,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bootstrap_aggregating
Computer science,Machine learning and statistical classification,,,Grabcut,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Grabcut
Computer science,Machine learning and statistical classification,,,C4.5 algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/C4.5_algorithm
Computer science,Machine learning and statistical classification,,,ID3 algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/ID3_algorithm
Computer science,Machine learning and statistical classification,,,K-nearest neighbors,k-nearest neighbors,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/K-nearest_neighbors
Computer science,Machine learning and statistical classification,,,Linde–Buzo–Gray algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Linde%E2%80%93Buzo%E2%80%93Gray_algorithm
Computer science,Machine learning and statistical classification,,,Locality-sensitive hashing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Locality-sensitive_hashing
Computer science,Machine learning and statistical classification,,,Backpropagation,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Backpropagation
Computer science,Machine learning and statistical classification,,,Hopfield net,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hopfield_net
Computer science,Machine learning and statistical classification,,,Perceptron,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Perceptron
Computer science,Machine learning and statistical classification,,,Pulse-coupled neural networks,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pulse-coupled_neural_networks
Computer science,Machine learning and statistical classification,,,Radial basis function network,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Radial_basis_function_network
Computer science,Machine learning and statistical classification,,,Self-organizing map,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Self-organizing_map
Computer science,Machine learning and statistical classification,,,Random forest,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Random_forest
Computer science,Machine learning and statistical classification,,,Q-learning,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Q-learning
Computer science,Machine learning and statistical classification,,,State-Action-Reward-State-Action,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/State-Action-Reward-State-Action
Computer science,Machine learning and statistical classification,,,Temporal difference learning,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Temporal_difference_learning
Computer science,Machine learning and statistical classification,,,Relevance Vector Machine,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Relevance_Vector_Machine
Computer science,Machine learning and statistical classification,,,Supervised Learning (page does not exist),Supervised Learning,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=Supervised_Learning&action=edit&redlink=1
Computer science,Machine learning and statistical classification,,,Structured SVM,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Structured_SVM
Computer science,Machine learning and statistical classification,,,Winnow algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Winnow_algorithm
Computer science,Programming language theory,,,C3 linearization,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/C3_linearization
Computer science,Programming language theory,,,Chaitin's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Chaitin%27s_algorithm
Computer science,Programming language theory,,,Hindley-Milner type inference,Hindley–Milner type inference algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hindley-Milner_type_inference
Computer science,Programming language theory,,,Rete algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Rete_algorithm
Computer science,Programming language theory,,,Sethi-Ullman algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Sethi-Ullman_algorithm
Computer science,Programming language theory,Parsing,,CYK algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/CYK_algorithm
Computer science,Programming language theory,Parsing,,Earley parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Earley_parser
Computer science,Programming language theory,Parsing,,GLR parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/GLR_parser
Computer science,Programming language theory,Parsing,,Inside-outside algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Inside-outside_algorithm
Computer science,Programming language theory,Parsing,,LL parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LL_parser
Computer science,Programming language theory,Parsing,,Canonical LR parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Canonical_LR_parser
Computer science,Programming language theory,Parsing,,Look-ahead LR parser,LALR (Look-ahead LR) parser,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Look-ahead_LR_parser
Computer science,Programming language theory,Parsing,,Operator-precedence parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Operator-precedence_parser
Computer science,Programming language theory,Parsing,,Simple LR parser,SLR (Simple LR) parser,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Simple_LR_parser
Computer science,Programming language theory,Parsing,,Simple precedence parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Simple_precedence_parser
Computer science,Programming language theory,Parsing,,Packrat parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Packrat_parser
