Domain,Subdomain,Sub_subdomain,Algorithm,Title,Description,Link
Combinatorial algorithms,General combinatorial algorithms,,,Cycle detection,Brent's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cycle_detection#Brent's_algorithm
Combinatorial algorithms,General combinatorial algorithms,,,Floyd's cycle-finding algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Floyd%27s_cycle-finding_algorithm
Combinatorial algorithms,General combinatorial algorithms,,,Stable marriage problem,Gale–Shapley algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Stable_marriage_problem
Combinatorial algorithms,General combinatorial algorithms,,,ACORN (PRNG),ACORN generator,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/ACORN_(PRNG)
Combinatorial algorithms,General combinatorial algorithms,,,Blum Blum Shub,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Blum_Blum_Shub
Combinatorial algorithms,General combinatorial algorithms,,,Lagged Fibonacci generator,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lagged_Fibonacci_generator
Combinatorial algorithms,General combinatorial algorithms,,,Linear congruential generator,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Linear_congruential_generator
Combinatorial algorithms,General combinatorial algorithms,,,Mersenne Twister,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Mersenne_Twister
Combinatorial algorithms,Graph algorithms,,,Coloring algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Coloring_algorithm
Combinatorial algorithms,Graph algorithms,,,Hopcroft–Karp algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hopcroft%E2%80%93Karp_algorithm
Combinatorial algorithms,Graph algorithms,,,Hungarian algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hungarian_algorithm
Combinatorial algorithms,Graph algorithms,,,Prüfer sequence,Prüfer coding,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pr%C3%BCfer_sequence
Combinatorial algorithms,Graph algorithms,,,Tarjan's off-line lowest common ancestors algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tarjan%27s_off-line_lowest_common_ancestors_algorithm
Combinatorial algorithms,Graph algorithms,,,Topological sorting,Topological sort,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Topological_sorting
Combinatorial algorithms,Graph algorithms,Graph drawing,,Force-based algorithms (graph drawing),Force-based algorithms,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Force-based_algorithms_(graph_drawing)
Combinatorial algorithms,Graph algorithms,Graph drawing,,Spectral layout,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Spectral_layout
Combinatorial algorithms,Graph algorithms,Network theory,,Girvan–Newman algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Girvan%E2%80%93Newman_algorithm
Combinatorial algorithms,Graph algorithms,Network theory,,Hyperlink-Induced Topic Search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hyperlink-Induced_Topic_Search
Combinatorial algorithms,Graph algorithms,Network theory,,PageRank,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/PageRank
Combinatorial algorithms,Graph algorithms,Network theory,,TrustRank,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/TrustRank
Combinatorial algorithms,Graph algorithms,Network theory,,Dinic's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dinic%27s_algorithm
Combinatorial algorithms,Graph algorithms,Network theory,,Edmonds–Karp algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Edmonds%E2%80%93Karp_algorithm
Combinatorial algorithms,Graph algorithms,Network theory,,Ford–Fulkerson algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ford%E2%80%93Fulkerson_algorithm
Combinatorial algorithms,Graph algorithms,Network theory,,Karger's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Karger%27s_algorithm
Combinatorial algorithms,Graph algorithms,Network theory,,Push–relabel algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Push%E2%80%93relabel_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Edmonds' algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Edmonds%27_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Euclidean minimum spanning tree,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Euclidean_minimum_spanning_tree
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Euclidean shortest path problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Euclidean_shortest_path_problem
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Longest path problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Longest_path_problem
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Borůvka's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bor%C5%AFvka%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Kruskal's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Kruskal%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Prim's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Prim%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Reverse-delete algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Reverse-delete_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Nonblocking minimal spanning switch,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nonblocking_minimal_spanning_switch
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Bellman–Ford algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bellman%E2%80%93Ford_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Dijkstra's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dijkstra%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Floyd–Warshall algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Floyd%E2%80%93Warshall_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Johnson's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Johnson%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Transitive closure,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Transitive_closure
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Christofides algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Christofides_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Nearest neighbour algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nearest_neighbour_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Warnsdorff's rule,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Warnsdorff%27s_rule
Combinatorial algorithms,Graph algorithms,Graph search,,A* search algorithm,A*,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/A*_search_algorithm
Combinatorial algorithms,Graph algorithms,Graph search,,B*,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/B*
Combinatorial algorithms,Graph algorithms,Graph search,,Backtracking,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Backtracking
Combinatorial algorithms,Graph algorithms,Graph search,,Beam search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Beam_search
Combinatorial algorithms,Graph algorithms,Graph search,,Beam stack search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Beam_stack_search
Combinatorial algorithms,Graph algorithms,Graph search,,Best-first search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Best-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Bidirectional search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bidirectional_search
Combinatorial algorithms,Graph algorithms,Graph search,,Breadth-first search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Breadth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Brute-force search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Brute-force_search
Combinatorial algorithms,Graph algorithms,Graph search,,D*,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/D*
Combinatorial algorithms,Graph algorithms,Graph search,,Depth-first search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Depth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Dijkstra's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dijkstra%27s_algorithm
Combinatorial algorithms,Graph algorithms,Graph search,,General Problem Solver,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/General_Problem_Solver
Combinatorial algorithms,Graph algorithms,Graph search,,Iterative deepening depth-first search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Iterative_deepening_depth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Jump point search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Jump_point_search
Combinatorial algorithms,Graph algorithms,Graph search,,Lexicographic breadth-first search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lexicographic_breadth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Uniform-cost search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Uniform-cost_search
Combinatorial algorithms,Graph algorithms,Graph search,,SSS*,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SSS*
Combinatorial algorithms,Graph algorithms,Graph search,,F* Merge Algorithm (page does not exist),F*,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=F*_Merge_Algorithm&action=edit&redlink=1
Combinatorial algorithms,Graph algorithms,Subgraphs,,Bron–Kerbosch algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bron%E2%80%93Kerbosch_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,MaxCliqueDyn maximum clique algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/MaxCliqueDyn_maximum_clique_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Path-based strong component algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Path-based_strong_component_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Kosaraju's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Kosaraju%27s_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Tarjan's strongly connected components algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tarjan%27s_strongly_connected_components_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Subgraph isomorphism problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Subgraph_isomorphism_problem
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Bitap algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bitap_algorithm
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Daitch–Mokotoff Soundex,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Daitch%E2%80%93Mokotoff_Soundex
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Double Metaphone,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Double_Metaphone
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Match rating approach,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Match_rating_approach
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Metaphone,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Metaphone
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,New York State Identification and Intelligence System,NYSIIS,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/New_York_State_Identification_and_Intelligence_System
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Soundex,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Soundex
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Damerau–Levenshtein distance,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Damerau%E2%80%93Levenshtein_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Dice's coefficient,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dice%27s_coefficient
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Hamming distance,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hamming_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Jaro–Winkler distance,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Jaro%E2%80%93Winkler_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Levenshtein distance,Levenshtein edit distance,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Levenshtein_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Trigram search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Trigram_search
Combinatorial algorithms,Sequence algorithms,Selection algorithms,,Quickselect,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Quickselect
Combinatorial algorithms,Sequence algorithms,Selection algorithms,,Introselect,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Introselect
Combinatorial algorithms,Sequence algorithms,Sequence search,,Linear search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Linear_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Selection algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Selection_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence search,,Ternary search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ternary_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Binary search algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Binary_search_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence search,,Fibonacci search technique,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fibonacci_search_technique
Combinatorial algorithms,Sequence algorithms,Sequence search,,Jump search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Jump_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Interpolation search,Predictive search,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Interpolation_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Uniform binary search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Uniform_binary_search
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Fisher–Yates shuffle,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fisher%E2%80%93Yates_shuffle
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Schensted algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Schensted_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Steinhaus–Johnson–Trotter algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Steinhaus%E2%80%93Johnson%E2%80%93Trotter_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Heap's algorithm,Heap's permutation generation algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Heap%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Dynamic time warping,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dynamic_time_warping
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Hirschberg's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hirschberg%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Needleman–Wunsch algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Needleman%E2%80%93Wunsch_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Smith–Waterman algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Smith%E2%80%93Waterman_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bubble sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bubble_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Cocktail shaker sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cocktail_shaker_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Comb sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Comb_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Gnome sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gnome_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Odd–even sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Odd%E2%80%93even_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Quicksort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Quicksort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bogosort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bogosort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Stooge sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Stooge_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Flashsort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Flashsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Introsort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Introsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Timsort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Timsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Insertion sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Insertion_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Library sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Library_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Patience sorting,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Patience_sorting
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Shellsort,Shell sort,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shellsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Tree sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tree_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Cycle sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cycle_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Merge sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Merge_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Strand sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Strand_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bead sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bead_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bucket sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bucket_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Burstsort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Burstsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Counting sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Counting_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Pigeonhole sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pigeonhole_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Postman sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Postman_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Radix sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Radix_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Heapsort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Heapsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Selection sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Selection_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Smoothsort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Smoothsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bitonic sorter,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bitonic_sorter
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Pancake sorting,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pancake_sorting
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Spaghetti sort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Spaghetti_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Topological sorting,Topological sort,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Topological_sorting
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Samplesort,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Samplesort
Combinatorial algorithms,Sequence algorithms,Subsequences,,Kadane's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Kadane%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Subsequences,,Longest common subsequence problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Longest_common_subsequence_problem
Combinatorial algorithms,Sequence algorithms,Subsequences,,Longest increasing subsequence problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Longest_increasing_subsequence_problem
Combinatorial algorithms,Sequence algorithms,Subsequences,,Shortest common supersequence problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shortest_common_supersequence_problem
Combinatorial algorithms,Sequence algorithms,Substrings,,Longest common substring problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Longest_common_substring_problem
Combinatorial algorithms,Sequence algorithms,Substrings,,Aho–Corasick string matching algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Aho%E2%80%93Corasick_string_matching_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Boyer–Moore string-search algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Boyer%E2%80%93Moore_string-search_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Boyer–Moore–Horspool algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Boyer%E2%80%93Moore%E2%80%93Horspool_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Knuth–Morris–Pratt algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Knuth%E2%80%93Morris%E2%80%93Pratt_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Rabin–Karp string search algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Rabin%E2%80%93Karp_string_search_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Zhu–Takaoka string matching algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Zhu%E2%80%93Takaoka_string_matching_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Ukkonen's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ukkonen%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,InterNetNews,Rich Salz,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/InterNetNews
Combinatorial algorithms,Sequence algorithms,Substrings,,Krauss matching wildcards algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Krauss_matching_wildcards_algorithm
Computational mathematics,Abstract algebra,,,Chien search,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Chien_search
Computational mathematics,Abstract algebra,,,Schreier–Sims algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Schreier%E2%80%93Sims_algorithm
Computational mathematics,Abstract algebra,,,Todd–Coxeter algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Todd%E2%80%93Coxeter_algorithm
Computational mathematics,Computer algebra,,,Buchberger's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Buchberger%27s_algorithm
Computational mathematics,Computer algebra,,,Cantor–Zassenhaus algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cantor%E2%80%93Zassenhaus_algorithm
Computational mathematics,Computer algebra,,,Faugère F4 algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Faug%C3%A8re_F4_algorithm
Computational mathematics,Computer algebra,,,Gosper's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gosper%27s_algorithm
Computational mathematics,Computer algebra,,,Knuth–Bendix completion algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Knuth%E2%80%93Bendix_completion_algorithm
Computational mathematics,Computer algebra,,,Multivariate division algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Multivariate_division_algorithm
Computational mathematics,Computer algebra,,,Pollard's kangaroo algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pollard%27s_kangaroo_algorithm
Computational mathematics,Computer algebra,,,Polynomial long division,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Polynomial_long_division
Computational mathematics,Computer algebra,,,Risch algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Risch_algorithm
Computational mathematics,Geometry,,,Closest pair problem,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Closest_pair_problem
Computational mathematics,Geometry,,,Collision detection,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Collision_detection
Computational mathematics,Geometry,,,Cone algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cone_algorithm
Computational mathematics,Geometry,,,Graham scan,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Graham_scan
Computational mathematics,Geometry,,,Quickhull,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Quickhull
Computational mathematics,Geometry,,,Gift wrapping algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gift_wrapping_algorithm
Computational mathematics,Geometry,,,Chan's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Chan%27s_algorithm
Computational mathematics,Geometry,,,Kirkpatrick–Seidel algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Kirkpatrick%E2%80%93Seidel_algorithm
Computational mathematics,Geometry,,,Euclidean distance map,Euclidean Distance Transform,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Euclidean_distance_map
Computational mathematics,Geometry,,,Geometric hashing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Geometric_hashing
Computational mathematics,Geometry,,,Gilbert–Johnson–Keerthi distance algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gilbert%E2%80%93Johnson%E2%80%93Keerthi_distance_algorithm
Computational mathematics,Geometry,,,Jump-and-Walk algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Jump-and-Walk_algorithm
Computational mathematics,Geometry,,,Laplacian smoothing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Laplacian_smoothing
